total_accuracy,f1_scream,recall_scream,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info,userInput
0.8710960408268269,0.869941770821272,0.8643665984804207,scream,734,367,367,46,0.2,5,5,5,40,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.8827649429033855,0.8853765528774304,0.9069549970777323,scream,734,367,367,46,0.2,5,5,5,40,SVC,None,experiment_2_date_2019-08-22
0.8832323652385019,0.8856148735460658,0.9065860607831677,scream,734,367,367,46,0.2,5,5,5,40,SVC,None,experiment_2_date_2019-08-22
0.6095769518000669,0.718416514076555,0.9961535651665692,scream,734,367,367,46,0.2,5,5,5,40,SVC,None,experiment_2_date_2019-08-22
0.9085434025436219,0.9091493833394739,0.9165765634132087,scream,734,367,367,46,0.2,5,5,5,40,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.846257936329532,0.844901195921294,0.8411126534190532,scream,734,367,367,46,0.2,5,5,5,40,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.8685923193064484,0.8669826809607835,0.8593804792518995,scream,734,367,367,46,0.2,5,5,5,40,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.8351571749164532,0.8325083003647101,0.8227388953828172,scream,734,367,367,46,0.2,5,5,5,40,GaussianNB,None,experiment_2_date_2019-08-22
0.8813924293285779,0.8815125878397452,0.8846069549970776,scream,734,367,367,46,0.2,5,5,5,40,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.9082221092028953,0.9089455755881894,0.9182459088252484,scream,734,367,367,46,0.2,5,5,5,40,MLPClassifier,None,experiment_2_date_2019-08-22
0.9727410340082023,0.9726385382021255,0.972063120981882,scream,734,367,367,26,0.2,5,5,5,20,Sequential,model_layers=5,experiment_5_date_2019-08-22
0.8453110560376049,0.843410660367259,0.8349576271186441,scream,734,367,367,26,0.2,5,5,5,20,Id3Estimator,None,experiment_5_date_2019-08-22
0.8887437277395636,0.8888302857387615,0.8920550847457627,scream,734,367,367,26,0.2,5,5,5,20,KNeighborsClassifier,None,experiment_5_date_2019-08-22
0.8790947495341854,0.8814139931772204,0.8995726183518409,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-08-22
0.8811858100176334,0.8836797115861827,0.9036382232612508,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-08-22
0.6981543662925165,0.7675820633581979,0.9957334891876096,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_5_date_2019-08-22
0.9070148473677111,0.9080212056398465,0.91677016364699,scream,734,367,367,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_5_date_2019-08-22
0.8446572454754804,0.8435025321945726,0.8416934541203975,scream,734,367,367,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_5_date_2019-08-22
0.8714247959407954,0.8690634982164795,0.8563303623611922,scream,734,367,367,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_5_date_2019-08-22
0.8451995977511026,0.8461541894032396,0.8545295149035652,scream,734,367,367,26,0.2,5,5,5,20,GaussianNB,None,experiment_5_date_2019-08-22
0.8842854275002873,0.8852670824485229,0.8943819403857394,scream,734,367,367,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_5_date_2019-08-22
0.9175823417604541,0.9182449252437224,0.925573495032145,scream,734,367,367,26,0.2,5,5,5,20,MLPClassifier,None,experiment_5_date_2019-08-22
0.4965986394557823,0.0,0.0,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5
0.9444137856104542,0.9441900532632359,0.9440897136177674,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5
0.9391894516127421,0.9391437146416634,0.9415144652250146,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5,experiment_5_date_2019-08-23
